nome,famiglia,quartiere,nobile,cerchio
Simone di Bettino Lambertucci,Lambertucci,medio,No,C4
Simone di Federico Del Mugnaio,del Mugnaio,kinzica,No,C4
Simone di Gente da Usigliano,da Usigliano,ponte,No,C4
Simone di Lemmo Lambertucci,Lambertucci,medio,No,C4
Simone di Ser Bartolomeo da Farneta,da Farneta,kinzica,No,C4
Simone di Ser Piero da Massa,da Massa,kinzica,No,C4
Simone di Ser Vanni da Perignano,da Perignano,foriporta,No,C4
Simonello da San Frediano,da San Frediano,medio,No,C4
Simon f. Ser Angeli de Montefoscoli not. et s.,de Montefoscoli,,No,C4
Simon not. q. Bartholomei de Farneta not. et s.,de Farneta,,No,C4
Stazio di Ser Turco Oradini,Oradini,medio,No,C4
Stefano Bonaiuti,Bonaiuti,foriporta,No,C4
Stefano Gettalebraccia,Gettalebraccia,kinzica,No,C4
Stefano del Sordo,del Sordo,ponte,No,C4
Stefano del fu Nino Rosso,Rossi,foriporta,No,C4
Stefano di Andrea Gettalebraccia,Gettalebraccia,kinzica,No,C4
Stefano di Nino del Rosso/ Rossi,Del Rosso (?),foriporta,No,C4
Stefano di Ser Gaddo di Ranieri,??,medio,No,C4
Stefano di Ser Piero da Colle,da Colle,kinzica,No,C4
Stefanus not. f. Ser Iohannis not. de Gello Putido not. et s.,de Gello Putido,,No,C4
Taddeo da Montecchio,da Montecchio,ponte,No,C4
Taddeo del Fede,del Fede,kinzica,No,C4
Taddeo di Betto Cartellosi,Cartellosi,medio,No,C4
Tomasus olim Ser Lemmi de Ripuli not. et s,de Ripuli,,No,C4
Tomeus q. Ser Martini de Marti not. et s.,de Marti,,No,C4
Tommaso Benigni,Benigni (da Vico),medio,No,C4
Tommaso Casini de Montegualchi,de Montegualchi,ponte,No,C4
Tommaso Lanfranchi,Lanfranchi,ponte,No,C4
Tommaso Pancaldo,Pancaldo,foriporta,No,C4
Tommaso da Massa,da Massa,kinzica,No,C4
Tommaso de Maleventre,da Maleventre,ponte,No,C4
Tommaso del fu Puccio del Fornaio,del Fornaio,ponte,No,C4
Tommaso del fu Salimbene da Campiglia,da Campiglia,ponte,No,C4
Tommaso di Conte Aiutamicristo,Aiutamicristo,medio,No,C4
Tommaso di Guccino da San Savino,da San Savino,kinzica,No,C4
Tommaso di Puccio da Fauglia,da Fauglia,kinzica,No,C4
Tommaso di Ser Bacciameo da Maleventre,da Maleventre,ponte,No,C4
Tommaso di Ser Ligo Contri,Contri,kinzica,No,C4
Tommaso di Ser Minuto de Abaco,de Abaco,medio,No,C4
Totto Aiutamicristo,Aiutamicristo,medio,No,C4
Ugo di Oddone Guitti,Guitti,medio,No,C4
Ugolino da Lavaiano,da Lavaiano,kinzica,No,C4
Ugolino del Polta,del Polta,kinzica,No,C4
Uguccione di Piero Rau,Rau,kinzica,No,C4
Urso da Lavaiano,da Lavaiano,kinzica,No,C4
Ursus not. q. Bigiluccii de Crespina not. et s.,de Crespina,,No,C4
Vanni da Calcinaia,da Calcinaia,foriporta,No,C4
Vanni del Fede,del Fede,kinzica,No,C4
Vanni di Arena,Arena,ponte,No,C4
Vanni di Nerio Botticella,Botticella,medio,No,C4
Vanni di Ser Diedo da Marti,da Marti,medio,No,C4
Vanni di Ser Iacopo d'Appiano,d'Appiano,foriporta,No,C4
Venturino di Ciomeo Batteloro,Batteloro,ponte,No,C4
Villano di Ser Cecco Nacchi da Piombino,Nacchi da Piombino,ponte,No,C4
s. Gerardi defuncti electus die sextodecimo septembris. Iohannes Ser Coli de Schorno,De Scorno,ponte,No,C4
ser Iacobus olim Ser Vannis de Appiano canc.,de Sancto Michaele Discalciatorum,,No,C4
