numero mandato,data inizio mandato,data fine mandato,nome,nota,altra nota,anno,mesi,note data,ruolo,quartiere
82,1383-04-01,1383-05-01,Petrus de Vecchiano,de Vecchiano,Tabernarius,1383,Luglio-Agosto,,anziano #2,kinzica
83,1383-06-01,1383-07-01,Michael Bianchi,,Cerbulactarius,1383,Settembre-Ottobre,,anziano #2,kinzica
84,1383-08-01,1383-09-01,Ser Andreas de Appiano not.,de Appiano,Notarius,1383,Novembre-Dicembre,,anziano #2,kinzica
85,1383-10-01,1383-11-01,Pierus Pecchia,,,1383,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET EGREGIUS ET SAPIENS VIR D. OPISONUS DE ALIDOSIIS DE YMOLA P. P. ET D. BELLEBUONUS DE VITERBIO LEG. DOCT. ,anziano #2,kinzica
86,1383-12-01,1384-01-01,Iustus Iohannes Iusti,,Pelliparius,1383-1384,Marzo-Aprile,,anziano #2,kinzica
87,1384-02-01,1384-03-01,Simon Coli,,Stagnatarius,1384,Maggio-Giugno,,anziano #2,kinzica
88,1384-04-01,1384-05-01,Bartholomeus Henirici Aliocti,Aliocti,Vinarius,1384,Luglio-Agosto,,anziano #2,kinzica
89,1384-06-01,1384-07-01,Stefanus Guiduccii Erovarius,,,1384,Settembre-Ottobre,,anziano #2,kinzica
90,1384-08-01,1384-09-01,Franciscus Manni,,Cordovanerius,1384,Novembre-Dicembre,M. ET P. V. D. PETRUS DE GAMBACURTIS etc. EGREG. LEG. DOCT. D. FULCHINUS DE PLAGENTIA C. P. P,anziano #2,kinzica
91,1384-10-01,1384-11-01,Nerius Vannis,,Vinarius,1384,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET EGR. MIL. D. ORLANDUS DE MALEVOLTIS DE SENIS P. P. ET D. C. P. P. SUPRASCRIPT,anziano #2,kinzica
92,1384-12-01,1385-01-01,Francischus Borromei,Bonromei,Faber,1384-1385,Marzo-Aprile,,anziano #2,kinzica
93,1385-02-01,1385-03-01,Iustus Gregorii Iusti,,Vinarius,1385,Maggio-Giugno,,anziano #2,kinzica
94,1385-04-01,1385-05-01,Antonius Mannoccii,,Vinarius,1385,Luglio-Agosto,,anziano #2,kinzica
95,1385-06-01,1385-07-01,Ser Iohannes Iuncte Palmerii,,Notarius,1385,Settembre-Ottobre,,anziano #2,kinzica
96,1385-08-01,1385-09-01,Ser Guido Iacobi de Campo,de Campo,Notarius,1385,Novembre-Dicembre,,anziano #2,kinzica
97,1385-10-01,1385-11-01,Martigianus Iusti,,Calthularius,1385,Gennaio-Febbraio,PETRUS DE GAMBACURTIS etc. ET NOB. ET SAPIENS VIR D. ROBERTUS MARII DE EXCULO MIL. P. P. ET EGREG. LEG. DOCT. D. MANFREDUS DE GILIBERTIS DE SPOLETO,anziano #2,kinzica
98,1385-12-01,1386-01-01,Rainerius de Sancto Savino,de Sancto Savino,,1385-1386,Marzo-Aprile,,anziano #2,kinzica
99,1386-02-01,1386-03-01,Michael Bianchi,,Cerbulactarius,1386,Maggio-Giugno,,anziano #2,kinzica
100,1386-04-01,1386-05-01,Francischus Borromei,Bonromei,Faber,1386,Luglio-Agosto,,anziano #2,kinzica
101,1386-06-01,1386-07-01,Bartholomeus Femminella,,Tabernarius,1386,Settembre-Ottobre,,anziano #2,kinzica
102,1386-08-01,1386-09-01,Andreas Andree not. de Ceuli,de Ceuli,Notarius,1386,Novembre-Dicembre,,anziano #2,kinzica
103,1386-10-01,1386-11-01,Gheluccius Viviani,,Vinarius,1386,Gennaio-Febbraio,"M. V. D. PETRUS DE GAMBACURTIS etc. D. THOMASUS DE TROCCHIS DE YMOLA PIS. POTEST. ET D. MANFREDUS DE GILIBERTIS C. P. P. PRO DIEBUS VIGINTI IANUARII INFRASCRIPTI, ET EGREG. LEG. DOCT. D. STEFANUS DE CRESCENTIBUS DE AMELIA PRO RELIQUO TEMPORE. ",anziano #2,kinzica
104,1386-12-01,1387-01-01,Lemmus Puccii,,Cordovanerius,1386-1387,Marzo-Aprile,,anziano #2,kinzica
105,1387-02-01,1387-03-01,Iohannes Iusti,,Pelliparius,1387,Maggio-Giugno,,anziano #2,kinzica
106,1387-04-01,1387-05-01,Ser Bartholomeus Ser Cei,de Peccioli,Notarius,1387,Luglio-Agosto,,anziano #2,kinzica
107,1387-06-01,1387-07-01,Pierus Iacobi de Sancto Cassiano,de Sancto Cassiano,Calsularius,1387,Settembre-Ottobre,,anziano #2,kinzica
108,1387-08-01,1387-09-01,Ser Nicolaus Ser Fulci de Sancto Savino,de Sancto Savino,Notarius,1387,Novembre-Dicembre,,anziano #2,kinzica
109,1387-10-01,1387-11-01,Franciscus Bonromei,Bonromei,Faber,1387,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET POT. VIR D. TOMASUS DE ANGELELLIS DE BONONIA MIL. ET LEG. DOCT. P. P. ET D. NICOLAUS DE CALVIS DE ROMA,anziano #2,kinzica
110,1387-12-01,1388-01-01,Bandinus Porcarius,,Tabernarius,1387-1388,Marzo-Aprile,,anziano #2,kinzica
111,1388-02-01,1388-03-01,Iacobus Ser Vitalis,,Pelliparius,1388,Maggio-Giugno,,anziano #2,kinzica
112,1388-04-01,1388-05-01,Iohannes Andreucci Rondelli,,Vinarius,1388,Luglio-Agosto,,anziano #2,kinzica
113,1388-06-01,1388-07-01,Ranerius de Sancto Savino,de Sancto Savino,Coriarius,1388,Settembre-Ottobre,,anziano #2,kinzica
114,1388-08-01,1388-09-01,Pierus Andree,,Pelliparius,1388,Novembre-Dicembre,,anziano #2,kinzica
115,1388-10-01,1388-11-01,Michael Sei,,Cerbulactarius,1388,Gennaio-Febbraio,,anziano #2,kinzica
116,1388-12-01,1389-01-01,Iohannes Iuncte Palmerii de Cascina,de Cascina,Notarius,1388-1389,Marzo-Aprile,M. V. D. PETRUS DE GAMBACUR- TIS etc. D. ANGELUS DE MALAVOLTIS DE SENIS MILES P. P. EGREG. ET EXCELL. ANTONIUS DE CINGULO LEG. DOCT. C. P. P.,anziano #2,kinzica
117,1389-02-01,1389-03-01,Nuccius Del Baglione,Del Baglione,Tabernarius,1389,Maggio-Giugno,,anziano #2,kinzica
118,1389-04-01,1389-05-01,Iohannes Iusti,,Pelliparius,1389,Luglio-Agosto,,anziano #2,kinzica
119,1389-06-01,1389-07-01,Ser Leonardus de Pectori,de Pectori,Notarius,1389,Settembre-Ottobre,,anziano #2,kinzica
120,1389-08-01,1389-09-01,Franciscus Bonromei,Bonromei,,1389,Novembre-Dicembre,,anziano #2,kinzica
121,1389-10-01,1389-11-01,Pierus Guardinuccii,,Tabernarius,1389,Gennaio-Febbraio,M. V. D. PETRUS GAMBACURTIS etc. ET NOB. ET POT. VIR D. ALBERTUS DE GALLUSSIS DE BONONIA MIL. P. P. ET D. LEG. DOCT. HENRIGUS DE GUIGLIARINIS DE LUCO C. P. P,anziano #2,kinzica
122,1389-12-01,1390-01-01,Guillelmus Iacobi,,Vinarius,1389-1390,Marzo-Aprile,,anziano #2,kinzica
123,1390-02-01,1390-03-01,Ser Pierus de Appiano,de Appiano,,1390,Maggio-Giugno,,anziano #2,kinzica
124,1390-04-01,1390-05-01,Ser Silvestri Del Pactieri,Del Pactieri,,1390,Luglio-Agosto,,anziano #2,kinzica
125,1390-06-01,1390-07-01,Bartholomeus Femminella,,Tabernarius,1390,Settembre-Ottobre,,anziano #2,kinzica
126,1390-08-01,1390-09-01,Ranerius de Sancto Savino,de Sancto Savino,,1390,Novembre-Dicembre,,anziano #2,kinzica
127,1390-10-01,1390-11-01,Ser Pierus de Ceuli,de Ceuli,Notarius,1390,Gennaio-Febbraio,NOB. ET POT. VIR D. BISSANCIONUS COMES DE PAGNANO P. P. ET D. FILIPPUS DE BRANDAGLIIS DE ARETIO C. P. P,anziano #2,kinzica
128,1390-12-01,1391-01-01,Ser Guido de Campo,de Campo,Notarius,1390-1391,Marzo-Aprile,,anziano #2,kinzica
129,1391-02-01,1391-03-01,Pierus Masini,,Erovarius,1391,Maggio-Giugno,,anziano #2,kinzica
130,1391-04-01,1391-05-01,Ser Bartholomeus de Morrona,de Morrona,Notarius,1391,Luglio-Agosto,,anziano #2,kinzica
131,1391-06-01,1391-07-01,Michael Palmerini,,Tabernarius,1391,Settembre-Ottobre,,anziano #2,kinzica
132,1391-08-01,1391-09-01,Iacobus Narducci,,Calthularius,1391,Novembre-Dicembre,,anziano #2,kinzica
133,1391-10-01,1391-11-01,Nuccius Femminella,,Tabernarius,1391,Gennaio-Febbraio,SPECTAB. MIL. D. PETRUS DE CAVALCABOBUS MARCHIO P. P. ET D. C. P. P. SUPRAS,anziano #2,kinzica
134,1391-12-01,1392-01-01,Stefanus Cecchi,,Tabernarius,1391-1392,Marzo-Aprile,D. POTEST. SUPRAS. ET EGREG. LEG. DOCT. VANNES ANGELI DE RECANATA C. P. P,anziano #2,kinzica
135,1392-02-01,1392-03-01,Pierus de Forculi,,Calthularius,1392,Maggio-Giugno,,anziano #2,kinzica
136,1392-04-01,1392-05-01,Pierus Pecchia,,Vinarius,1392,Luglio-Agosto,,anziano #2,kinzica
137,1392-06-01,1392-07-01,Michael Luparelli,,Calthularius,1392,Settembre-Ottobre,,anziano #2,kinzica
138,1392-08-01,1392-09-01,Iohannes Perecti,,Coriarius,1392,Novembre-Dicembre,,anziano #2,kinzica
139,1392-10-01,1392-11-01,Michael Bianchi,,,1392,Gennaio-Febbraio,NOB. ET EGR. VIR D. ARAO DE AURIA DE IANUA P. P. ET D. C. P. P. SUPRASCR. ,anziano #2,kinzica
1,1369-10-01,1369-11-01,Nicolaus Bindi Geppi,,,1369,Gennaio-Febbraio,,notaio anziani,
2,1369-12-01,1370-01-01,Petrus not. olim Ser Iohannis not. de Ghessano not. et s.,de Ghessano,,1369-1370,Marzo-Aprile,"Ranieri Sardo cap. 151 (nell'edizione dell'1845 della cronaca c'è una virgola dopo Giovanni di Puccio, Pancaldo)",notaio anziani,
3,1370-01-01,1370-03-01,Bartholomeus filius quondam Ser Cei de Peccioli notarius,de Peccioli,,1370,Aprile-Maggio-Giugno,Due Priori per Quartiere,notaio anziani,
4,1370-04-01,1370-05-01,Iohannes not. olim D. Iacobi de Peccioli,de Peccioli,,1370,Luglio-Agosto,Due Priori per Quartiere /NOB. ET POT. MILES D. RAINERIUS UGOLINUCCII DE BASCHIO HONOR PISANORUM POTESTAS ,notaio anziani,
5,1370-06-01,1370-07-01,Iacobus not. f. Grandonis de Ylba not. et s.,de Ylba,,1370,Settembre-Ottobre,,notaio anziani,
6,1370-08-01,1370-09-01,Andreas q. Iacobi Guidonis de Campo not.,de Campo,,1370,Novembre-Dicembre,NOB. ET POT. MILES DOMINUS CAROLUS DE MONTANINIS DE SENIS HONOR. Pisanorum Potestas,notaio anziani,
7,1370-10-01,1370-11-01,Stefanus not. f. Ser Iohannis not. de Gello Putido not. et s.,de Gello Putido,,1370,Gennaio-Febbraio,,notaio anziani,
8,1370-12-01,1371-01-01,Mannus not. q. Tonis de Ceuli not. et s.,de Ceuli,,1370-1371,Marzo-Aprile,SUPRASCRIPT. POT. HABUIT ETIAM HOC TEMPORE OFFICIUM CAP. P. P,notaio anziani,
9,1371-02-01,1371-03-01,Simon not. q. Bartholomei de Farneta not. et s.,de Farneta,,1371,Maggio-Giugno,,notaio anziani,
10,1371-04-01,1371-05-01,Iohannes Marignani de Arena not. et s.,de Arena,,1371,Luglio-Agosto,,notaio anziani,
11,1371-06-01,1371-07-01,Iohannes Ser Fanuccii Arcipretis de Vico not. et s. pro Com. et pop.,de Vico,,1371,Settembre-Ottobre,NOB. ET SAP. VIR D. MARCUS D. MACTHEI DE NARNIA LEG. DOCT.,notaio anziani,
12,1371-08-01,1371-09-01,Centinus de Cascina q. Gucii,de Cascina,,1371,Novembre-Dicembre,NOB. ET EGR. MILES D. BALIGINUS DE BALIGANIS DE ESIO HONOR. P. P. ET MARCUS DE NARNIA SUPR. C. P. P.,notaio anziani,
13,1371-10-01,1371-11-01,Ser Pierus Ser Barthalomei not. de Ponthere not. et s.,de Ponthere,,1371,Gennaio-Febbraio,SUP. POT. ET MARCUS DE NARNIA LEG. DOCT. C. P. P,notaio anziani,
14,1371-12-01,1372-01-01,Ser Iacobus Coli Camicionis not. et s.,,,1371-1372,Marzo-Aprile,,notaio anziani,
15,1372-02-01,1372-03-01,Petrus f. Ser Raynerii not. de Morrona not. et s.,de Morrona,,1372,Maggio-Giugno,MAGNIF. ET POT. MILES D. PETRUS GAMBACURTA HONORAB. PIS. CIVIS. CAPITANEUS MASNADARUM PISANI COMUNIS ET POPULI PISANI. DEFENSOR ET CAP. P. P. SUPRASCRIPT,notaio anziani,
16,1372-04-01,1372-05-01,Ser Tegrimus q. D. Iohannis Morovelli not. et s.,,,1372,Luglio-Agosto,M. ET P. MILES D. PETRUS GAMBACURTA ET D. BALIGANUS SUPR. POT. NEC NON D. CAP. P. P. SUPR.,notaio anziani,
17,1372-06-01,1372-07-01,Ser Ninus f. Becti Talini de Appiano not. et s.,de Appiano (?),,1372,Settembre-Ottobre,,notaio anziani,
18,1372-08-01,1372-09-01,Ser Iohannes q. Viviani de Marti not. et s.,de Marti,,1372,Novembre-Dicembre,M. ET POT. MILES D. PETRUS GAMBACURTA etc. M. ET P. VIR D. BARTHOLOMEUS DE FELICINIS DE ARMANNIS DE PERUSIO PIS. POT. ET SUPR. C. P. P.,notaio anziani,
19,1372-10-01,1372-11-01,Ser Bacciameus not. de Oliveto not. et s,de Oliveto,,1372,Gennaio-Febbraio,SUPR. D. PETRUS GAMBACURTA etc. D. BARTHOLOMEUS etc. P. P. ET D. IACOBUS DE SENIS LEG. DOCT. C. P. P. ,notaio anziani,
20,1372-12-01,1373-01-01,Ser Henricus q. Pieri de Sancto Pietro not. et s.,de Sancto Pietro,,1372-1373,Marzo-Aprile,,notaio anziani,
21,1373-02-01,1373-03-01,Iacobus olim Ser Villani de Plumbino not. et s.,de Plumbino,,1373,Maggio-Giugno,,notaio anziani,
22,1373-04-01,1373-05-01,Ser Iohannes olim Coli Peppi de Vico not. et s.,de Vico,,1373,Luglio-Agosto,,notaio anziani,
23,1373-06-01,1373-07-01,Ser Franciscus Ser Iacobi de Vico not. et s,de Vico,,1373,Settembre-Ottobre,,notaio anziani,
24,1373-08-01,1373-09-01,Ser Pierus f. q. Bonagli de Abbaco not.,de Abbaco,,1373,Novembre-Dicembre,M. ET P. MIL. D. PETRUS GAMBACURTA etc. ET NOB. ET POT. MIL. D. BERNARDINUS DE CHANA P. P. ET D. C. P. P. SUPR. ET SUCCESSOR SUUS EGR. LEG. DOCT. D. VALLERIANUS DE CETONA C. P. P. ,notaio anziani,
25,1373-10-01,1373-11-01,Ser Tomasus de Sancto Pietro not.,de Sancto Pietro,,1373,Gennaio-Febbraio,,notaio anziani,
26,1373-12-01,1374-01-01,Ser Salvador Ser Baronis de Montecchio substitutus loco Ser Nicolay de Montefosculi not.,de Montecchio,,1373-1374,Marzo-Aprile,,notaio anziani,
27,1374-02-01,1374-03-01,Ser Iohannes Bindi de Appiano not.,de Appiano,,1374,Maggio-Giugno,,notaio anziani,
28,1374-04-01,1374-05-01,Ser Ranerius Ser Iacobi Ser Vinetti de Carraria not.,de Carraria,,1374,Luglio-Agosto,,notaio anziani,
29,1374-06-01,1374-07-01,Ser Nicolaus Ser Fulci de Sancto Savino not. et s.,de Sancto Savino,,1374,Settembre-Ottobre,,notaio anziani,
30,1374-08-01,1374-09-01,Ser Laurentius Iohannis de Guardistallo civ. Pis. not. et s.,de Guardistallo,,1374,Novembre-Dicembre,M. ET P. MILES D. PETRUS DE GAMBACURTA etc. NOB. ET POT. VIR D. D. PAULUS ARGENTI COMES DE CAMPELLO DE SPOLETO P. P. ET D. VALLERANUS SUPR. C. P. P. PRO UNO ANNO FINITO DIE XXVI DECEMBRIS ET D. GUILLELMUS DE CASTILIONE ARETINO C. P. P. PRO UNO ANNO INCEPTO DIE SUPRASCRIPTO,notaio anziani,
31,1374-10-01,1374-11-01,Ser Ceus f. Ser Bartholomei de Peccioli not. et s.,de Peccioli,,1374,Gennaio-Febbraio,,notaio anziani,
32,1374-12-01,1375-01-01,Ser Iohannes q. Gonis de Calcinaria not. et s.,de Calcinaria,,1374-1375,Marzo-Aprile,,notaio anziani,
33,1375-02-01,1375-03-01,Ser Pierus f. Ser Coli Barbanensis not. et s.,,,1375,Maggio-Giugno,,notaio anziani,
34,1375-04-01,1375-05-01,Nicolaus Ser Nini de Campo not. et s,de Campo,,1375,Luglio-Agosto,,notaio anziani,
35,1375-06-01,1375-07-01,Ser Rainerius q. Nardi de Vulmiano not. et s.,de Vulmiano,,1375,Settembre-Ottobre,,notaio anziani,
36,1375-08-01,1375-09-01,Simon f. Ser Angeli de Montefoscoli not. et s.,de Montefoscoli,,1375,Novembre-Dicembre,M. ET P. MIL. D. PETRUS DE GAMBACURTA etc. ET NOB. ET POT. VIR D. IOANNES CORRADUCCII DE MONTE ROCCHO DE ESCULO MILES ET LEG. DOCT. P. P. ET SUPR. C. P. P. ,notaio anziani,
37,1375-10-01,1375-11-01,Iohannes not. f. olim Andree Ciampuli not. et s.,Ciampolini (?),,1375,Gennaio-Febbraio,M. ET P. MIL. D. PETRUS DE GAMBACURTIS etc. ET HONOR. VIR D. ARCANGELUS D. IACOBI DE INTERANNE C. P. P,notaio anziani,
38,1375-12-01,1376-01-01,Bartholomeus not. f. Cini de Morrona not. et s.,de Morrona,,1375-1376,Marzo-Aprile,,notaio anziani,
39,1376-02-01,1376-03-01,Ursus not. q. Bigiluccii de Crespina not. et s.,de Crespina,,1376,Maggio-Giugno,,notaio anziani,
40,1376-04-01,1376-05-01,Corradus not. q. Iacobi Vannis Corradi not. et s.,,,1376,Luglio-Agosto,,notaio anziani,
41,1376-06-01,1376-07-01,Tomeus q. Ser Martini de Marti not. et s.,de Marti,,1376,Settembre-Ottobre,,notaio anziani,
42,1376-08-01,1376-09-01,Petrus q. Parduccii de Sancto Iacobo de Orticaria not. et s.,de Sancto Iacobo de Orticaria,,1376,Novembre-Dicembre,,notaio anziani,
43,1376-10-01,1376-11-01,Laurentius Pieri Ser Leopardi de Palaria not. et s.,de Palaria,,1376,Gennaio-Febbraio,M. ET P. MILES D. PETRUS DE GAMBACURTA etc. ET EGREG. LEG. DOCT. D. IOHANNES SIMONIS DE NARNIA C. P. P.,notaio anziani,
44,1376-12-01,1377-01-01,Laurentius olim Ser Dati not. et s,,,1376-1377,Marzo-Aprile,,notaio anziani,
45,1377-02-01,1377-03-01,Antonius Bartali Balduccii de Sancto Cassiano not. et s.,de Sancto Cassiano,,1377,Maggio-Giugno,,notaio anziani,
46,1377-04-01,1377-05-01,Henricus q. Ser Bindi not. de Chianni not. et s.,de Chianni,,1377,Luglio-Agosto,,notaio anziani,
47,1377-06-01,1377-07-01,Iohannes Puccini de Gello Putido not. et s.,de Gello Putido,,1377,Settembre-Ottobre,,notaio anziani,
48,1377-08-01,1377-09-01,Iohannes q. Bectini de Covinaria not. et s.,de Covinaria,,1377,Novembre-Dicembre,,notaio anziani,
49,1377-10-01,1377-11-01,Paulus q. Ser Bartholomei de Crespina not. et s.,de Crespina,,1377,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET NOB. ET POT. VIR D. BERARDUS DE MELATINO DE ABRUTIO MILES PIS. POTEST. ET D. CAPIT. SUP.,notaio anziani,
50,1377-12-01,1378-01-01,Dominicus Ser Becti de Calcinaria not. et s.,de Calcinaria,,1377-1378,Marzo-Aprile,,notaio anziani,
51,1378-02-01,1378-03-01,Francischus Ser Iacobi de Vico not. et s.,de Vico,,1378,Maggio-Giugno,M. V. D. PETRUS DE GAMBACURTIS etc. ET NOB. ET POTENS VIR MICHAEL DE REPRANDIS DE MARROSTICA DE PADUA CAPIT. PIS. POP,notaio anziani,
52,1378-04-01,1378-05-01,Petrus f. Fei de Appiano not. p. supr. duob. mens.,de Appiano,,1378,Luglio-Agosto,,notaio anziani,
53,1378-06-01,1378-07-01,Ser Iohannes olim Ser Alemanni not. de Palaria not. et s.,de Palaria,,1378,Settembre-Ottobre,,notaio anziani,
54,1378-08-01,1378-09-01,Lucas q. Andrea Cagnassi de Calci not. et s.,de Calci,,1378,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. ET NOB. ET POTENS VIR FRANCISCUS D. ANDREOCTI MILES DE SPOLETO COMES DE CAMPELLO P. P. ET CAPIT. SUPRAS,notaio anziani,
55,1378-10-01,1378-11-01,Iulianus olim Ser Benenati de Metato not. et s.,de Metato,,1378,Gennaio-Febbraio,,notaio anziani,
56,1378-12-01,1379-01-01,Ser Tomeus q. Ser Martini de Marti not. et s.,de Marti,,1378-1379,Marzo-Aprile,,notaio anziani,
57,1379-02-01,1379-03-01,Veranus not. f. q. Ser Bonaccursi not. Ser Henricus Pis. civ. not. et s,,,1379,Maggio-Giugno,,notaio anziani,
58,1379-04-01,1379-05-01,Ser Carolus olim Henrigi de Vecchiano not. et s.,de Vecchiano,,1379,Luglio-Agosto,M. V. D. PETRUS DE GAMBACURTIS etc. SUPR. P. P. ET D. LUDOVICUS DE ARIMINO LEG. DOCT. C. P. P,notaio anziani,
59,1379-06-01,1379-07-01,Ser Fanuccius f. Iacobi Canaparii not. et s.,,,1379,Settembre-Ottobre,,notaio anziani,
60,1379-08-01,1379-09-01,Pierus f. Fortini de Asciano not. et s.,de Asciano,,1379,Novembre-Dicembre,,notaio anziani,
61,1379-10-01,1379-11-01,Benedictus Iacobi Benedicti not. et s.,,,1379,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET POT. VIR D. PETRUS DE SALIMBENIBUS DE SENIS MILES. P. P,notaio anziani,
62,1379-12-01,1380-01-01,Bartholomeus f. Cini de Morrona not. et s,de Morrona,,1379-1380,Marzo-Aprile,,notaio anziani,
63,1380-02-01,1380-03-01,Leonardus Ser Macthei de Pectori not. et s.,de Pectori,,1380,Maggio-Giugno,,notaio anziani,
64,1380-04-01,1380-05-01,Gerardus f. olim Ser Francisci Ciardi de Calcinaria not. et s.,de Calcinaria,,1380,Luglio-Agosto,M. V. D. PETRUS DE GAMBACURTIS etc. D. LUDOVICUS DE ARIMINO C. P. P. SUPR. USQUE AD DIEM SECUNDUM AUG. ET POSTEA EGREG. LEG. DOCT. D. TADDEUS DE MOLCIS DE PARMA C. P. P.,notaio anziani,
65,1380-06-01,1380-07-01,Guelfus Ser Nicoli Clari not. et s.,,,1380,Settembre-Ottobre,,notaio anziani,
66,1380-08-01,1380-09-01,Henricus Ser Iohannis de Arena not. et s.,de Arena,,1380,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET POT. VIR D. NINALBERTUS DE TUDERTO MIL. P. P. ET D. C. P. P. SUPR.,notaio anziani,
67,1380-10-01,1380-11-01,Paulus olim mag. Salerni de Cascina not. et s.,de Cascina,,1380,Gennaio-Febbraio,,notaio anziani,
68,1380-12-01,1381-01-01,Ranuccius Pardi de Pontehere not. et s.,de Ponthere,,1380-1381,Marzo-Aprile,,notaio anziani,
69,1381-02-01,1381-03-01,Francischus Bacciamei de Sasseto not. et s.,de Sasseto,,1381,Maggio-Giugno,,notaio anziani,
70,1381-04-01,1381-05-01,Antonius Gardonis de Calci not. et s,de Calci,,1381,Luglio-Agosto,,notaio anziani,
71,1381-06-01,1381-07-01,Bettus not. q. item Ser Becti de Cascina not. et s,de Cascina,,1381,Settembre-Ottobre,,notaio anziani,
72,1381-08-01,1381-09-01,Ser Lazarus not. f. Rainerii de Treggiaria not. et s.,de Treggiaria,,1381,Novembre-Dicembre,M. V. D. PETRUS DE GAMBACURTIS etc. D. P. P. SUPRASCRIPT. ET D. IACOBUS DE BROCCARDIS DE YMOLA LEG. DOCT. C. P. P. ,notaio anziani,
73,1381-10-01,1381-11-01,Ser Lupus not. f. Iohannis de Sancto Iusto not.,de Sancto Iusto,,1381,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. DOM. P. SUPRASCRIPTUS ET D. PETRUS DE SPOLETO MIL. COMES DE CAMPELLO NUNC P. P. PRO UNO ANNO INCEPTO  DIE QUINTADECIMA MENS. IANUAR. ET D. C. P. P. SUPRASCRIPT,notaio anziani,
74,1381-12-01,1382-01-01,Bartholomeus Iohannis de Pontesercli not. et s. p.,de Pontesercli,,1381-1382,Marzo-Aprile,,notaio anziani,
75,1382-02-01,1382-03-01,Silvester Ser Francisci de Pacterio not. et s. p.,de Pacterio,,1382,Maggio-Giugno,,notaio anziani,
76,1382-04-01,1382-05-01,Franciscus f. Ser Blasii Clavelli not. et s.,,,1382,Luglio-Agosto,,notaio anziani,
77,1382-06-01,1382-07-01,Pierus f. Ser Iacobi de Cisanello not. et s. p,de Cisanello,,1382,Settembre-Ottobre,,notaio anziani,
78,1382-08-01,1382-09-01,Iohannes Ser Nicole Bonafidei not. et s. p.,Bonafidei,,1382,Novembre-Dicembre,,notaio anziani,
79,1382-10-01,1382-11-01,Bartholomeus de Sancto Cassiano not. et s. p.,de Sancto Cassiano,,1382,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET D. CRISPOLTUS DE VIGNONIBUS DE PERUSIO LEG. DOCT. C. P. P. ,notaio anziani,
80,1382-12-01,1383-01-01,Lupus Iohannis de Sancto Iusto not. et s,de Sancto Iusto,,1382-1383,Marzo-Aprile,M. V. D. PETRUS DE GAMBACURTIS etc. ET MAGNIF. VIR D. IACOBUS DE PRESBITERIS DE BONONIA MIL. ET LEG. DOCT. P. P. ET C. SUPRAS,notaio anziani,
81,1383-02-01,1383-03-01,Bartholomeus f. Gardonis Parentis de Calci not. et s.,de Calci,,1383,Maggio-Giugno,,notaio anziani,
82,1383-04-01,1383-05-01,Ninus f. Tomasi de Malaventre not. et s.,de Malaventre,,1383,Luglio-Agosto,,notaio anziani,
83,1383-06-01,1383-07-01,Landus Ser Leopardi not. de Morrona not. et s.,de Morrona,,1383,Settembre-Ottobre,,notaio anziani,
84,1383-08-01,1383-09-01,Gerardus olim Francisci Puccini not. et s.,,,1383,Novembre-Dicembre,,notaio anziani,
85,1383-10-01,1383-11-01,Barthalomeus q. Martini Spessalaste de Marti not. et s.,De Marti,,1383,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. ET EGREGIUS ET SAPIENS VIR D. OPISONUS DE ALIDOSIIS DE YMOLA P. P. ET D. BELLEBUONUS DE VITERBIO LEG. DOCT. ,notaio anziani,
86,1383-12-01,1384-01-01,Iacobus f. Ser Nicoli Barbanensis not. et s.,,,1383-1384,Marzo-Aprile,,notaio anziani,
87,1384-02-01,1384-03-01,Tomasus olim Ser Lemmi de Ripuli not. et s,de Ripuli,,1384,Maggio-Giugno,,notaio anziani,
88,1384-04-01,1384-05-01,Ser Nuccius Neri de Luciana not.,de Luciana,,1384,Luglio-Agosto,,notaio anziani,
89,1384-06-01,1384-07-01,Ser Iohannes Ser Coli Aldigerii not,,,1384,Settembre-Ottobre,,notaio anziani,
90,1384-08-01,1384-09-01,Ser Iacobus Iohannis de Sancto Martino Kinthice not.,de Sancto Martino Kinthice,,1384,Novembre-Dicembre,M. ET P. V. D. PETRUS DE GAMBACURTIS etc. EGREG. LEG. DOCT. D. FULCHINUS DE PLAGENTIA C. P. P,notaio anziani,
91,1384-10-01,1384-11-01,Ser Iacobus Nocchi de Cascina not.,de Cascina,,1384,Gennaio-Febbraio,M. V. D. PETRUS DE GAMBACURTIS etc. NOB. ET EGR. MIL. D. ORLANDUS DE MALEVOLTIS DE SENIS P. P. ET D. C. P. P. SUPRASCRIPT,notaio anziani,
